overall,reviewText,summary,sentiment,review_len,clean_text,clean_summary,combined_text,vader_text,vader_len,combined_len,word_count
4.0,"We've been using QuickBooks for Mac 2013 for a few months now, just starting with keeping track of our home based business.  Since I hadn't used QB before, or in any other versions, I didn't have to worry about migrating data from prior versions or having to relearn on a new operating system.  Some of the reviews have been critical of the ability to migrate data between mac and Windows, or from prior versions.  I'm not saying those reviews aren't valid - if a program claims to be able to do something and can't, then you might want to find something else.  However, I didn't have any trouble with the program and found it very easy to use and intuitive.  There was one point at which I tried to open the help section and it crashed on me, but that was a single event and no issues since.

I found the program easy to use and easy to figure out, especially if you are accustomed to Mac interfaces.  There do seem to be a lot of people who have run into issues and problems.  However, checking online, there seems to be a pretty decent support system, with lots of avenues for solving your problems.  Also, as mentioned before, many of those issues I have not encountered since I'm not migrating lots of data from other versions.  This may be a perfect solution for your small business needing basic accounting software.",Easy to figure out for the novice non-accountant,positive,240,"we've been using quickbooks for mac 2013 for a few months now, just starting with keeping track of our home based business. since i hadn't used qb before, or in any other versions, i didn't have to worry about migrating data from prior versions or having to relearn on a new operating system. some of the reviews have been critical of the ability to migrate data between mac and windows, or from prior versions. i'm not saying those reviews aren't valid - if a program claims to be able to do something and can't, then you might want to find something else. however, i didn't have any trouble with the program and found it very easy to use and intuitive. there was one point at which i tried to open the help section and it crashed on me, but that was a single event and no issues since. i found the program easy to use and easy to figure out, especially if you are accustomed to mac interfaces. there do seem to be a lot of people who have run into issues and problems. however, checking online, there seems to be a pretty decent support system, with lots of avenues for solving your problems. also, as mentioned before, many of those issues i have not encountered since i'm not migrating lots of data from other versions. this may be a perfect solution for your small business needing basic accounting software.",easy to figure out for the novice non-accountant,"easy to figure out for the novice non-accountant we've been using quickbooks for mac 2013 for a few months now, just starting with keeping track of our home based business. since i hadn't used qb before, or in any other versions, i didn't have to worry about migrating data from prior versions or having to relearn on a new operating system. some of the reviews have been critical of the ability to migrate data between mac and windows, or from prior versions. i'm not saying those reviews aren't valid - if a program claims to be able to do something and can't, then you might want to find something else. however, i didn't have any trouble with the program and found it very easy to use and intuitive. there was one point at which i tried to open the help section and it crashed on me, but that was a single event and no issues since. i found the program easy to use and easy to figure out, especially if you are accustomed to mac interfaces. there do seem to be a lot of people who have run into issues and problems. however, checking online, there seems to be a pretty decent support system, with lots of avenues for solving your problems. also, as mentioned before, many of those issues i have not encountered since i'm not migrating lots of data from other versions. this may be a perfect solution for your small business needing basic accounting software.","Easy to figure out for the novice non-accountant We've been using QuickBooks for Mac 2013 for a few months now, just starting with keeping track of our home based business. Since I hadn't used QB before, or in any other versions, I didn't have to worry about migrating data from prior versions or having to relearn on a new operating system. Some of the reviews have been critical of the ability to migrate data between mac and Windows, or from prior versions. I'm not saying those reviews aren't valid - if a program claims to be able to do something and can't, then you might want to find something else. However, I didn't have any trouble with the program and found it very easy to use and intuitive. There was one point at which I tried to open the help section and it crashed on me, but that was a single event and no issues since. I found the program easy to use and easy to figure out, especially if you are accustomed to Mac interfaces. There do seem to be a lot of people who have run into issues and problems. However, checking online, there seems to be a pretty decent support system, with lots of avenues for solving your problems. Also, as mentioned before, many of those issues I have not encountered since I'm not migrating lots of data from other versions. This may be a perfect solution for your small business needing basic accounting software.",248,248,240
4.0,"Doing genealogy research will consume you and this product makes it very easy for you to spend your money and time on Ancestry.com!  You get a 30 day free trial but it is never enough time.  I purchased extra months until my husband had to squash my new obsession on filling the family tree.  I know that this is a vehicle to get people to spend $20 or more a month on the website.  Set yourself limits or this seemingly inexpensive program will turn into an expensive investment.

I have loved using the program to find out how I am really an American mutt whose line goes back seemingly everywhere.  I learned about how my hubby is distantly related to a Native American chief.  Cool stuff.

The program itself is OK to use.  I can imagine computer savvy people can even just guess their way through using it by trial and error.  There is a video tutorial and a quick start guide you can use for direction.  I just liked getting in there and clicking & trying to see what happened.  I read other reviews that commented on it being more difficult than it needs to be, so be warned. Overall it has been worth it just for the information I gained about me.",It is hard to stop once you start,positive,214,"doing genealogy research will consume you and this product makes it very easy for you to spend your money and time on ancestry.com! you get a 30 day free trial but it is never enough time. i purchased extra months until my husband had to squash my new obsession on filling the family tree. i know that this is a vehicle to get people to spend $20 or more a month on the website. set yourself limits or this seemingly inexpensive program will turn into an expensive investment. i have loved using the program to find out how i am really an american mutt whose line goes back seemingly everywhere. i learned about how my hubby is distantly related to a native american chief. cool stuff. the program itself is ok to use. i can imagine computer savvy people can even just guess their way through using it by trial and error. there is a video tutorial and a quick start guide you can use for direction. i just liked getting in there and clicking & trying to see what happened. i read other reviews that commented on it being more difficult than it needs to be, so be warned. overall it has been worth it just for the information i gained about me.",it is hard to stop once you start,"it is hard to stop once you start doing genealogy research will consume you and this product makes it very easy for you to spend your money and time on ancestry.com! you get a 30 day free trial but it is never enough time. i purchased extra months until my husband had to squash my new obsession on filling the family tree. i know that this is a vehicle to get people to spend $20 or more a month on the website. set yourself limits or this seemingly inexpensive program will turn into an expensive investment. i have loved using the program to find out how i am really an american mutt whose line goes back seemingly everywhere. i learned about how my hubby is distantly related to a native american chief. cool stuff. the program itself is ok to use. i can imagine computer savvy people can even just guess their way through using it by trial and error. there is a video tutorial and a quick start guide you can use for direction. i just liked getting in there and clicking & trying to see what happened. i read other reviews that commented on it being more difficult than it needs to be, so be warned. overall it has been worth it just for the information i gained about me.","It is hard to stop once you start Doing genealogy research will consume you and this product makes it very easy for you to spend your money and time on Ancestry.com! You get a 30 day free trial but it is never enough time. I purchased extra months until my husband had to squash my new obsession on filling the family tree. I know that this is a vehicle to get people to spend $20 or more a month on the website. Set yourself limits or this seemingly inexpensive program will turn into an expensive investment. I have loved using the program to find out how I am really an American mutt whose line goes back seemingly everywhere. I learned about how my hubby is distantly related to a Native American chief. Cool stuff. The program itself is OK to use. I can imagine computer savvy people can even just guess their way through using it by trial and error. There is a video tutorial and a quick start guide you can use for direction. I just liked getting in there and clicking & trying to see what happened. I read other reviews that commented on it being more difficult than it needs to be, so be warned. Overall it has been worth it just for the information I gained about me.",222,222,214
4.0,I have been using apple computers for many years and I like most of the features they offer. However like a tic on a hound you will find like most other computer systems you must update in order to use many features on your computer. Example you buy Ilife 06 only to find that when your computer system updates a couple years later and you purchase a Iphone you must go get Ilife 09 to use some of the features in Iphoto. I am not sold on the changes made on Ilife 09. The vendor I got it from did a great job of selling the product for what it is really worth.,Changes keep you buying stuff,positive,113,i have been using apple computers for many years and i like most of the features they offer. however like a tic on a hound you will find like most other computer systems you must update in order to use many features on your computer. example you buy ilife 06 only to find that when your computer system updates a couple years later and you purchase a iphone you must go get ilife 09 to use some of the features in iphoto. i am not sold on the changes made on ilife 09. the vendor i got it from did a great job of selling the product for what it is really worth.,changes keep you buying stuff,changes keep you buying stuff i have been using apple computers for many years and i like most of the features they offer. however like a tic on a hound you will find like most other computer systems you must update in order to use many features on your computer. example you buy ilife 06 only to find that when your computer system updates a couple years later and you purchase a iphone you must go get ilife 09 to use some of the features in iphoto. i am not sold on the changes made on ilife 09. the vendor i got it from did a great job of selling the product for what it is really worth.,Changes keep you buying stuff I have been using apple computers for many years and I like most of the features they offer. However like a tic on a hound you will find like most other computer systems you must update in order to use many features on your computer. Example you buy Ilife 06 only to find that when your computer system updates a couple years later and you purchase a Iphone you must go get Ilife 09 to use some of the features in Iphoto. I am not sold on the changes made on Ilife 09. The vendor I got it from did a great job of selling the product for what it is really worth.,118,118,113
4.0,"The best internet security software I've ever used. It doesn't slow my computer down to a crawl, as some others, and is very effective.",Very good software,positive,24,"the best internet security software i've ever used. it doesn't slow my computer down to a crawl, as some others, and is very effective.",very good software,"very good software the best internet security software i've ever used. it doesn't slow my computer down to a crawl, as some others, and is very effective.","Very good software The best internet security software I've ever used. It doesn't slow my computer down to a crawl, as some others, and is very effective.",27,27,24
2.0,"After using HR Block Business for my Form 1065 Partnership return and multiple Form 1041 Trust returns since 2006, I tried TT Business this year because I read that it now supports eFILE for Trust returns.  But after doing the first Trust return, it became apparent that there is no way to import Securities transactions into Schedule D / Form 8949 (which the IRS started to require for Trust returns two years ago).  For any Trust or business engaged in trading more than a few times a year, this is a non-starter for those who wish to eFILE.  For the Three Trust returns I have to do, I have over 500 securities transactions in 2014.  I doubt I could type all of those in by September 2015, even if I wanted to.

The TT User interface is very pretty, and it does permit one to switch between interview and forms view when necessary, but the process of dealing with a Schedule D is very clunky.  While HR Block doesn't support data import to Form 8949 yet either, at least they have a spreadsheet-like data entry screen where one can paste rows of information from an Excel file rather than type EVERY number into a screen form for hundreds of transactions.

Like another user, I've also discovered that there are a number of items on the Form 1041 that cannot be over-ridden, and allocations of Trust expenses between income and principle is impossible (well ... maybe not, but after several hours of trying to figure it out, I gave up).

TT Business also doesn't have any of the ""Import last year data from a PDF of last year's tax return"" capability that their less expensive personal products support.  So migrating from another product means that you must start from absolute scratch with filling out every form and tiny box on your business returns.

I give it two stars because the UI / Interview is easy to work with.  But the lack of ability to import Securities transactions into Schedule D / Form 8949 doesn't add enough value to me to justify the much higher price of this software over competing software from TaxAct or HR Block.",TT Business:  Higher cost SW for less functionality,negative,365,"after using hr block business for my form 1065 partnership return and multiple form 1041 trust returns since 2006, i tried tt business this year because i read that it now supports efile for trust returns. but after doing the first trust return, it became apparent that there is no way to import securities transactions into schedule d / form 8949 (which the irs started to require for trust returns two years ago). for any trust or business engaged in trading more than a few times a year, this is a non-starter for those who wish to efile. for the three trust returns i have to do, i have over 500 securities transactions in 2014. i doubt i could type all of those in by september 2015, even if i wanted to. the tt user interface is very pretty, and it does permit one to switch between interview and forms view when necessary, but the process of dealing with a schedule d is very clunky. while hr block doesn't support data import to form 8949 yet either, at least they have a spreadsheet-like data entry screen where one can paste rows of information from an excel file rather than type every number into a screen form for hundreds of transactions. like another user, i've also discovered that there are a number of items on the form 1041 that cannot be over-ridden, and allocations of trust expenses between income and principle is impossible (well ... maybe not, but after several hours of trying to figure it out, i gave up). tt business also doesn't have any of the ""import last year data from a pdf of last year's tax return"" capability that their less expensive personal products support. so migrating from another product means that you must start from absolute scratch with filling out every form and tiny box on your business returns. i give it two stars because the ui / interview is easy to work with. but the lack of ability to import securities transactions into schedule d / form 8949 doesn't add enough value to me to justify the much higher price of this software over competing software from taxact or hr block.",tt business: higher cost sw for less functionality,"tt business: higher cost sw for less functionality after using hr block business for my form 1065 partnership return and multiple form 1041 trust returns since 2006, i tried tt business this year because i read that it now supports efile for trust returns. but after doing the first trust return, it became apparent that there is no way to import securities transactions into schedule d / form 8949 (which the irs started to require for trust returns two years ago). for any trust or business engaged in trading more than a few times a year, this is a non-starter for those who wish to efile. for the three trust returns i have to do, i have over 500 securities transactions in 2014. i doubt i could type all of those in by september 2015, even if i wanted to. the tt user interface is very pretty, and it does permit one to switch between interview and forms view when necessary, but the process of dealing with a schedule d is very clunky. while hr block doesn't support data import to form 8949 yet either, at least they have a spreadsheet-like data entry screen where one can paste rows of information from an excel file rather than type every number into a screen form for hundreds of transactions. like another user, i've also discovered that there are a number of items on the form 1041 that cannot be over-ridden, and allocations of trust expenses between income and principle is impossible (well ... maybe not, but after several hours of trying to figure it out, i gave up). tt business also doesn't have any of the ""import last year data from a pdf of last year's tax return"" capability that their less expensive personal products support. so migrating from another product means that you must start from absolute scratch with filling out every form and tiny box on your business returns. i give it two stars because the ui / interview is easy to work with. but the lack of ability to import securities transactions into schedule d / form 8949 doesn't add enough value to me to justify the much higher price of this software over competing software from taxact or hr block.","TT Business: Higher cost SW for less functionality After using HR Block Business for my Form 1065 Partnership return and multiple Form 1041 Trust returns since 2006, I tried TT Business this year because I read that it now supports eFILE for Trust returns. But after doing the first Trust return, it became apparent that there is no way to import Securities transactions into Schedule D / Form 8949 (which the IRS started to require for Trust returns two years ago). For any Trust or business engaged in trading more than a few times a year, this is a non-starter for those who wish to eFILE. For the Three Trust returns I have to do, I have over 500 securities transactions in 2014. I doubt I could type all of those in by September 2015, even if I wanted to. The TT User interface is very pretty, and it does permit one to switch between interview and forms view when necessary, but the process of dealing with a Schedule D is very clunky. While HR Block doesn't support data import to Form 8949 yet either, at least they have a spreadsheet-like data entry screen where one can paste rows of information from an Excel file rather than type EVERY number into a screen form for hundreds of transactions. Like another user, I've also discovered that there are a number of items on the Form 1041 that cannot be over-ridden, and allocations of Trust expenses between income and principle is impossible (well ... maybe not, but after several hours of trying to figure it out, I gave up). TT Business also doesn't have any of the ""Import last year data from a PDF of last year's tax return"" capability that their less expensive personal products support. So migrating from another product means that you must start from absolute scratch with filling out every form and tiny box on your business returns. I give it two stars because the UI / Interview is easy to work with. But the lack of ability to import Securities transactions into Schedule D / Form 8949 doesn't add enough value to me to justify the much higher price of this software over competing software from TaxAct or HR Block.",373,373,365
4.0,"Since I've gotten Norton, I have seen various atacks where Norton prevented an invection and any resulting problems.  I especially like Identity Safe which automattically inserts my user name and password.  I'm just a casual user so what I don't know is if Norton is slowing down my notebook.  I guess at some point in time I may remove it just to see.  However, I usually find that with time, Windows almost always inevitably slows down.

I was going to switch to Kaspersky, but read that Kaspersky is somewhat heavy and is known to slow down the OS, even if slightly. Since I like Identity Safe, I decided that for at least one more year, I would stay with Norton.",Seems to work well,positive,120,"since i've gotten norton, i have seen various atacks where norton prevented an invection and any resulting problems. i especially like identity safe which automattically inserts my user name and password. i'm just a casual user so what i don't know is if norton is slowing down my notebook. i guess at some point in time i may remove it just to see. however, i usually find that with time, windows almost always inevitably slows down. i was going to switch to kaspersky, but read that kaspersky is somewhat heavy and is known to slow down the os, even if slightly. since i like identity safe, i decided that for at least one more year, i would stay with norton.",seems to work well,"seems to work well since i've gotten norton, i have seen various atacks where norton prevented an invection and any resulting problems. i especially like identity safe which automattically inserts my user name and password. i'm just a casual user so what i don't know is if norton is slowing down my notebook. i guess at some point in time i may remove it just to see. however, i usually find that with time, windows almost always inevitably slows down. i was going to switch to kaspersky, but read that kaspersky is somewhat heavy and is known to slow down the os, even if slightly. since i like identity safe, i decided that for at least one more year, i would stay with norton.","Seems to work well Since I've gotten Norton, I have seen various atacks where Norton prevented an invection and any resulting problems. I especially like Identity Safe which automattically inserts my user name and password. I'm just a casual user so what I don't know is if Norton is slowing down my notebook. I guess at some point in time I may remove it just to see. However, I usually find that with time, Windows almost always inevitably slows down. I was going to switch to Kaspersky, but read that Kaspersky is somewhat heavy and is known to slow down the OS, even if slightly. Since I like Identity Safe, I decided that for at least one more year, I would stay with Norton.",124,124,120
4.0,"the software was for my sister in a hursing home.
she can't type very well, nor speak very well.
the software really helps her.
MacSpeech Dictate",review,positive,26,"the software was for my sister in a hursing home. she can't type very well, nor speak very well. the software really helps her. macspeech dictate",review,"review the software was for my sister in a hursing home. she can't type very well, nor speak very well. the software really helps her. macspeech dictate","review the software was for my sister in a hursing home. she can't type very well, nor speak very well. the software really helps her. MacSpeech Dictate",27,27,26
4.0,"We have quite a number of PCs in our home. Between laptops for remote use, PCs for work and then devices for gaming, it seems like there's a lot of opportunity for viruses to get into our network. I like the idea of having a 10 device set with just a single purchase, rather than having to buy individual protection for each PC on its own.

One downside is that the moment you activate the first one, the timer begins. So then you're impelled to race around and get the rest installed so they all get the full benefit of the full time period. If one of them happens to still have 3 months left from another software package, you're out of luck. And if you wait for that one to be ready, now you've left other machines unprotected in the meantime. So that's a bit of the pain, to get them all synced at the beginning.

I'm a bit unimpressed with their mobile offerings. They're not really doing much at all on the mobile end - and they count as a full ""machine"". I would rather they said 10 full PC / laptop installs plus toss in a phone or two as an added benefit. Maybe if you start adding more than that you could count them as a half - or something - but to have them be an entire PC's worth of protection doesn't make sense.

Still, I've always loved Norton from its earliest days and find them to be reliable and secure. I use my machines for work and it would take me a while to recover from a serious virus attack. So this is something I take seriously and want to ensure I have solid protection. I've never had an issue with Norton, and so far I haven't had any problems with this software either.",Good for the home / business with multiple PCs. Not great for mobile.,positive,310,"we have quite a number of pcs in our home. between laptops for remote use, pcs for work and then devices for gaming, it seems like there's a lot of opportunity for viruses to get into our network. i like the idea of having a 10 device set with just a single purchase, rather than having to buy individual protection for each pc on its own. one downside is that the moment you activate the first one, the timer begins. so then you're impelled to race around and get the rest installed so they all get the full benefit of the full time period. if one of them happens to still have 3 months left from another software package, you're out of luck. and if you wait for that one to be ready, now you've left other machines unprotected in the meantime. so that's a bit of the pain, to get them all synced at the beginning. i'm a bit unimpressed with their mobile offerings. they're not really doing much at all on the mobile end - and they count as a full ""machine"". i would rather they said 10 full pc / laptop installs plus toss in a phone or two as an added benefit. maybe if you start adding more than that you could count them as a half - or something - but to have them be an entire pc's worth of protection doesn't make sense. still, i've always loved norton from its earliest days and find them to be reliable and secure. i use my machines for work and it would take me a while to recover from a serious virus attack. so this is something i take seriously and want to ensure i have solid protection. i've never had an issue with norton, and so far i haven't had any problems with this software either.",good for the home / business with multiple pcs. not great for mobile.,"good for the home / business with multiple pcs. not great for mobile. we have quite a number of pcs in our home. between laptops for remote use, pcs for work and then devices for gaming, it seems like there's a lot of opportunity for viruses to get into our network. i like the idea of having a 10 device set with just a single purchase, rather than having to buy individual protection for each pc on its own. one downside is that the moment you activate the first one, the timer begins. so then you're impelled to race around and get the rest installed so they all get the full benefit of the full time period. if one of them happens to still have 3 months left from another software package, you're out of luck. and if you wait for that one to be ready, now you've left other machines unprotected in the meantime. so that's a bit of the pain, to get them all synced at the beginning. i'm a bit unimpressed with their mobile offerings. they're not really doing much at all on the mobile end - and they count as a full ""machine"". i would rather they said 10 full pc / laptop installs plus toss in a phone or two as an added benefit. maybe if you start adding more than that you could count them as a half - or something - but to have them be an entire pc's worth of protection doesn't make sense. still, i've always loved norton from its earliest days and find them to be reliable and secure. i use my machines for work and it would take me a while to recover from a serious virus attack. so this is something i take seriously and want to ensure i have solid protection. i've never had an issue with norton, and so far i haven't had any problems with this software either.","Good for the home / business with multiple PCs. Not great for mobile. We have quite a number of PCs in our home. Between laptops for remote use, PCs for work and then devices for gaming, it seems like there's a lot of opportunity for viruses to get into our network. I like the idea of having a 10 device set with just a single purchase, rather than having to buy individual protection for each PC on its own. One downside is that the moment you activate the first one, the timer begins. So then you're impelled to race around and get the rest installed so they all get the full benefit of the full time period. If one of them happens to still have 3 months left from another software package, you're out of luck. And if you wait for that one to be ready, now you've left other machines unprotected in the meantime. So that's a bit of the pain, to get them all synced at the beginning. I'm a bit unimpressed with their mobile offerings. They're not really doing much at all on the mobile end - and they count as a full ""machine"". I would rather they said 10 full PC / laptop installs plus toss in a phone or two as an added benefit. Maybe if you start adding more than that you could count them as a half - or something - but to have them be an entire PC's worth of protection doesn't make sense. Still, I've always loved Norton from its earliest days and find them to be reliable and secure. I use my machines for work and it would take me a while to recover from a serious virus attack. So this is something I take seriously and want to ensure I have solid protection. I've never had an issue with Norton, and so far I haven't had any problems with this software either.",323,323,310
5.0,Worked as intended,Opinionated,positive,3,worked as intended,opinionated,opinionated worked as intended,Opinionated Worked as intended,4,4,3
2.0,"I started an LLC last year, but didn't really know if I had done all that I needed to.  And I had a client tell me that I really needed to have a license/contract agreement.  I had been thinking about doing this, but didn't really know where to start, so when I saw this I thought it was the answer to my prayers.  Not only could I make sure my LLC was set up correctly, but I could use its forms and contracts to create what I was lacking.

I was disappointed in this product.  The forms were basic, and if you look online you'll find similar versions for free.  The contracts and some other documents link you to buy the actual forms.  They weren't available in this product.  I'm not quite sure what they think the price you pay is good for, but I expected this to have those things in this program.

In the end, I didn't find much value in this program and I would not recommend it to a friend.  I'm on the look out for a new program that will help me with the license/contract that I need to make.",Nothing Pro about this product,negative,195,"i started an llc last year, but didn't really know if i had done all that i needed to. and i had a client tell me that i really needed to have a license/contract agreement. i had been thinking about doing this, but didn't really know where to start, so when i saw this i thought it was the answer to my prayers. not only could i make sure my llc was set up correctly, but i could use its forms and contracts to create what i was lacking. i was disappointed in this product. the forms were basic, and if you look online you'll find similar versions for free. the contracts and some other documents link you to buy the actual forms. they weren't available in this product. i'm not quite sure what they think the price you pay is good for, but i expected this to have those things in this program. in the end, i didn't find much value in this program and i would not recommend it to a friend. i'm on the look out for a new program that will help me with the license/contract that i need to make.",nothing pro about this product,"nothing pro about this product i started an llc last year, but didn't really know if i had done all that i needed to. and i had a client tell me that i really needed to have a license/contract agreement. i had been thinking about doing this, but didn't really know where to start, so when i saw this i thought it was the answer to my prayers. not only could i make sure my llc was set up correctly, but i could use its forms and contracts to create what i was lacking. i was disappointed in this product. the forms were basic, and if you look online you'll find similar versions for free. the contracts and some other documents link you to buy the actual forms. they weren't available in this product. i'm not quite sure what they think the price you pay is good for, but i expected this to have those things in this program. in the end, i didn't find much value in this program and i would not recommend it to a friend. i'm on the look out for a new program that will help me with the license/contract that i need to make.","Nothing Pro about this product I started an LLC last year, but didn't really know if I had done all that I needed to. And I had a client tell me that I really needed to have a license/contract agreement. I had been thinking about doing this, but didn't really know where to start, so when I saw this I thought it was the answer to my prayers. Not only could I make sure my LLC was set up correctly, but I could use its forms and contracts to create what I was lacking. I was disappointed in this product. The forms were basic, and if you look online you'll find similar versions for free. The contracts and some other documents link you to buy the actual forms. They weren't available in this product. I'm not quite sure what they think the price you pay is good for, but I expected this to have those things in this program. In the end, I didn't find much value in this program and I would not recommend it to a friend. I'm on the look out for a new program that will help me with the license/contract that I need to make.",200,200,195
4.0,"Parallels installs quickly and easily.  For the XP installation, I followed the booklet step-by-step, since it's not as intuitive as the usual Mac install.  It is, however, easier than installing XP on a PC.

XP runs inside a separate window, which you can use full-screen if you prefer.  The 5 or 6 applications I need that are PC only have installed and worked without a hitch.  I was even able to set up a network print server (Buffalo Technologies) via WIndows, then got it to work on the Mac.  Tivo fans, it will run the Tivo Desktop, too.

Overall, I'm thrilled with this fast, smooth virtual machine.",Everything should run this smoothly!,positive,107,"parallels installs quickly and easily. for the xp installation, i followed the booklet step-by-step, since it's not as intuitive as the usual mac install. it is, however, easier than installing xp on a pc. xp runs inside a separate window, which you can use full-screen if you prefer. the 5 or 6 applications i need that are pc only have installed and worked without a hitch. i was even able to set up a network print server (buffalo technologies) via windows, then got it to work on the mac. tivo fans, it will run the tivo desktop, too. overall, i'm thrilled with this fast, smooth virtual machine.",everything should run this smoothly!,"everything should run this smoothly! parallels installs quickly and easily. for the xp installation, i followed the booklet step-by-step, since it's not as intuitive as the usual mac install. it is, however, easier than installing xp on a pc. xp runs inside a separate window, which you can use full-screen if you prefer. the 5 or 6 applications i need that are pc only have installed and worked without a hitch. i was even able to set up a network print server (buffalo technologies) via windows, then got it to work on the mac. tivo fans, it will run the tivo desktop, too. overall, i'm thrilled with this fast, smooth virtual machine.","Everything should run this smoothly! Parallels installs quickly and easily. For the XP installation, I followed the booklet step-by-step, since it's not as intuitive as the usual Mac install. It is, however, easier than installing XP on a PC. XP runs inside a separate window, which you can use full-screen if you prefer. The 5 or 6 applications I need that are PC only have installed and worked without a hitch. I was even able to set up a network print server (Buffalo Technologies) via WIndows, then got it to work on the Mac. Tivo fans, it will run the Tivo Desktop, too. Overall, I'm thrilled with this fast, smooth virtual machine.",112,112,107
5.0,"Great Tax application. Have been doing my own taxes for my sole proprietorship even before computers (by hand), but TurboTax takes out all the guesswork.",Great if you are Self Employed,positive,25,"great tax application. have been doing my own taxes for my sole proprietorship even before computers (by hand), but turbotax takes out all the guesswork.",great if you are self employed,"great if you are self employed great tax application. have been doing my own taxes for my sole proprietorship even before computers (by hand), but turbotax takes out all the guesswork.","Great if you are Self Employed Great Tax application. Have been doing my own taxes for my sole proprietorship even before computers (by hand), but TurboTax takes out all the guesswork.",31,31,25
5.0,Haven't had any problem things float through this Norton protector!  Great product!,Norton User for many years,positive,12,haven't had any problem things float through this norton protector! great product!,norton user for many years,norton user for many years haven't had any problem things float through this norton protector! great product!,Norton User for many years Haven't had any problem things float through this Norton protector! Great product!,17,17,12
